hours;seasons;monthArray;weekdays;daysOfYear;redDays;wind_speed;air_temperature;relative_humidity;wind_from_direction;air_pressure_at_sea_level;clouds;precipitation;NOxHjortnes;NOxBygdoyAlle;NOxE6Alna;NOxKirkeveien;NOxManglerud;NOxSmestad;NOxBrynSkole
20;1;1;1;8;0;4.3;2.1;63.0;1.0;1010.4;7.3;0.325;33.266349;58.635247;37.428459;7.888435;67.944672;23.803842;18.19195
21;1;1;1;8;0;3.8;1.9;62.0;6.0;1011.6;7.3;0.325;27.61387;51.219644;13.859077;6.644346;23.355996;14.418807;6.31508
22;1;1;1;8;0;6.9;1.9;57.0;355.0;1012.0;7.3;0.325;16.093205;44.02914;4.405294;2.876352;11.967542;9.617631;7.287343
23;1;1;1;8;0;4.3;1.2;59.0;23.0;1013.1;7.3;0.325;13.702523;32.344939;4.202055;9.252045;9.072175;6.483457;9.735289
0;1;1;2;9;0;7.8;1.3;59.0;6.0;1014.1;4.3;0.0;8.704025;19.537863;3.487114;1.846344;6.948904;5.521169;14.721575
1;1;1;2;9;0;6.6;1.2;59.0;7.0;1015.1;4.3;0.0;3.923392;18.190748;4.565589;1.222558;6.948909;4.056071;6.316564
2;1;1;2;9;0;6.9;1.1;58.0;3.0;1015.9;4.3;0.0;9.791759;24.707714;4.309079;1.31933;11.967572;2.826195;6.989236
3;1;1;2;9;0;4.6;0.9;59.0;21.0;1016.8;4.3;0.0;12.182626;22.911174;12.814561;3.540488;19.688599;5.435243;7.533047
4;1;1;2;9;0;2.4;0.5;60.0;43.0;1017.7;4.3;0.0;31.304773;45.154869;19.173573;4.492711;49.993629;12.27675;19.732128
5;1;1;2;9;0;4.8;0.7;59.0;16.0;1018.1;4.3;0.0;106.266085;58.635331;39.16904;5.626833;76.631209;35.8431;19.653375
6;1;1;2;9;0;4.6;0.9;58.0;12.0;1019.2;4.3;0.0;157.754255;98.625249;57.339003;26.908029;81.842955;59.514238;17.937385
9;1;1;2;9;0;3.1;0.5;58.0;27.0;1021.5;4.3;0.0;230.7227;118.613909;262.115359;30.579116;254.987605;110.703333;175.164166
11;1;1;2;9;0;4.3;2.3;53.0;26.0;1022.4;4.3;0.0;94.07429;95.02;81.009217;11.313706;164.07247;45.317446;34.062195
12;1;1;2;9;0;7.6;2.1;52.0;12.0;1022.5;4.3;0.0;104.713049;97.488828;67.142628;15.342781;198.624326;61.669987;30.051511
13;1;1;2;9;0;6.5;1.9;53.0;9.0;1022.7;4.3;0.0;116.002228;134.779975;192.310115;18.532627;244.564798;83.891982;42.173628
14;1;1;2;9;0;4.3;1.5;53.0;29.0;1023.4;4.3;0.0;254.338153;218.351405;214.330772;37.859646;191.289554;160.638604;99.447989
15;1;1;2;9;0;4.6;1.0;55.0;29.0;1023.8;4.3;0.0;245.638966;277.659862;203.006994;79.896625;310.194253;211.592777;216.014223
16;1;1;2;9;0;1.4;0.6;57.0;99.0;1024.1;4.3;0.0;249.969874;252.720454;301.496675;173.292918;314.634068;199.791247;228.898355
17;1;1;2;9;0;0.9;-0.4;61.0;22.0;1024.3;4.3;0.0;205.009306;196.328181;251.476791;90.472197;489.709893;222.319739;211.72719
18;1;1;2;9;0;1.2;0.1;60.0;66.0;1024.2;4.3;0.0;263.624269;206.435854;286.493111;71.333292;294.945677;146.616791;135.931644
19;1;1;2;9;0;0.8;-0.5;67.0;292.0;1024.3;4.3;0.0;248.630039;147.571866;428.99232;198.287728;191.483176;132.735149;187.594459
20;1;1;2;9;0;0.8;-1.1;70.0;16.0;1024.5;4.3;0.0;299.854761;165.992038;457.970245;181.731295;119.097977;157.474874;156.470129
21;1;1;2;9;0;0.9;-1.5;71.0;46.0;1024.6;4.3;0.0;224.507955;132.290087;364.435462;144.384993;65.436368;93.102503;228.672332
22;1;1;2;9;0;0.2;-1.5;75.0;18.0;1024.4;4.3;0.0;190.63204;148.014331;296.313078;135.287359;49.02905;45.150282;200.0694
23;1;1;2;9;0;1.2;-2.2;75.0;25.0;1024.0;4.3;0.0;175.862018;122.175463;207.122549;94.511076;69.876091;68.187429;215.962325
0;1;1;3;10;0;0.6;-2.5;77.0;28.0;1023.7;4.0;0.0;118.332872;86.451135;157.633525;47.870096;67.36677;45.781208;170.492662
1;1;1;3;10;0;1.5;-3.2;76.0;19.0;1023.4;4.0;0.0;79.041916;72.069993;120.41586;32.911974;65.629559;49.770637;116.733668
2;1;1;3;10;0;0.4;-3.2;78.0;24.0;1023.1;4.0;0.0;59.505465;71.168836;93.933235;32.113572;84.546367;51.43049;86.176666
3;1;1;3;10;0;0.3;-3.2;78.0;332.0;1022.7;4.0;0.0;71.656687;78.805068;74.196422;53.462449;64.664499;57.496276;87.179304
4;1;1;3;10;0;1.5;-2.8;78.0;42.0;1021.7;4.0;0.0;103.554773;115.87296;124.47886;33.09734;105.972633;88.641008;87.585269
5;1;1;3;10;0;1.3;-2.4;77.0;53.0;1021.3;4.0;0.0;182.538696;134.967491;462.295917;84.300823;155.001961;102.432243;206.847277
6;1;1;3;10;0;0.4;-1.7;76.0;125.0;1020.7;4.0;0.0;166.255728;117.890247;472.589206;52.236119;65.436734;204.990996;219.42844
7;1;1;3;10;0;0.9;-1.4;80.0;197.0;1020.3;4.0;0.0;110.267549;123.055305;204.606355;33.720957;98.637734;205.730052;96.522815
8;1;1;3;10;0;1.6;-1.4;81.0;168.0;1019.8;4.0;0.0;151.703235;152.260209;224.628957;49.521672;99.988998;193.340443;115.366305
9;1;1;3;10;0;0.8;-1.7;84.0;1.0;1019.3;4.0;0.0;75.978973;133.610174;246.947426;46.641041;117.168648;156.009967;133.5345
10;1;1;3;10;0;0.6;-1.3;83.0;263.0;1018.9;4.0;0.0;219.158316;127.991039;198.733531;56.118075;85.125875;205.236779;124.282
11;1;1;3;10;0;0.9;-0.8;80.0;63.0;1018.0;4.0;0.0;118.708385;140.570386;209.195145;104.31586;116.203647;212.5001;102.361696
13;1;1;3;10;0;1.3;0.3;81.0;232.0;1016.1;4.0;0.0;86.595339;188.870712;307.202774;139.579484;136.471895;218.608764;178.522887
14;1;1;3;10;0;1.2;0.0;84.0;238.0;1015.3;4.0;0.0;255.987868;200.326942;418.036958;259.464328;136.08592;219.115566;357.517407
15;1;1;3;10;0;1.3;-0.7;88.0;288.0;1014.2;4.0;0.0;498.452412;119.891028;449.331173;294.928886;209.051267;122.449013;391.134609
16;1;1;3;10;0;0.4;-1.6;88.0;328.0;1013.4;4.0;0.0;447.027778;211.33176;360.081697;368.914224;327.957824;121.059806;275.574504
17;1;1;3;10;0;1.5;-2.7;83.0;65.0;1012.8;4.0;0.0;367.416656;239.189523;322.810514;269.318759;169.48037;158.694767;267.106435
18;1;1;3;10;0;1.0;-3.0;86.0;290.0;1012.1;4.0;0.0;316.438263;227.728943;297.083003;204.266544;148.247158;105.286532;242.338779
19;1;1;3;10;0;1.5;-2.2;82.0;40.0;1011.6;4.0;0.0;255.924452;204.585065;217.117702;204.325974;115.818164;130.789476;187.809387
20;1;1;3;10;0;1.7;-2.0;83.0;36.0;1011.3;4.0;0.0;257.646386;243.227585;207.188131;177.25658;191.29312;134.278132;181.812525
21;1;1;3;10;0;0.8;-1.9;84.0;37.0;1010.5;4.0;0.0;187.602353;184.35969;179.609335;140.953302;282.789702;136.153988;141.413606
22;1;1;3;10;0;1.8;-1.9;86.0;15.0;1009.8;4.0;0.0;172.633901;149.981544;135.366663;100.695379;175.850907;140.886273;131.285342
23;1;1;3;10;0;0.9;-1.6;86.0;358.0;1008.9;4.0;0.0;161.569307;124.8151;145.05526;94.553495;129.716666;88.268314;131.054717
0;1;1;4;11;0;1.2;-1.2;85.0;71.0;1008.0;6.7;0.0;144.869614;119.195736;146.692872;107.503671;149.212865;78.436782;106.432991
1;1;1;4;11;0;1.1;-0.8;86.0;46.0;1007.6;6.7;0.0;95.656426;99.421428;125.079433;54.063569;117.362844;40.27395;102.613802
2;1;1;4;11;0;1.5;-0.3;85.0;40.0;1007.0;6.7;0.0;96.519369;81.669153;101.204898;63.734653;120.451415;45.074456;100.506113
3;1;1;4;11;0;0.5;-0.9;89.0;104.0;1006.4;6.7;0.0;133.795435;95.147634;135.21102;68.996001;122.767864;47.546534;96.157944
4;1;1;4;11;0;0.9;-0.1;87.0;48.0;1005.8;6.7;0.0;152.211673;81.439548;268.209285;61.644104;101.34146;45.679706;128.1661
5;1;1;4;11;0;0.5;1.0;85.0;317.0;1005.4;6.7;0.0;303.043141;97.164934;478.815909;122.623802;231.637768;133.777446;273.683388
6;1;1;4;11;0;1.6;0.2;82.0;23.0;1005.7;6.7;0.0;436.738315;138.27971;912.229966;171.946111;369.269437;163.685862;387.353785
7;1;1;4;11;0;3.0;0.0;83.0;21.0;1006.2;6.7;0.0;573.019548;220.062635;957.871408;250.848648;614.419942;209.157947;897.805574
8;1;1;4;11;0;3.0;0.4;78.0;1.0;1007.4;6.7;0.0;544.820542;296.453541;528.120389;118.942133;510.955262;76.969367;372.092686
9;1;1;4;11;0;3.1;1.3;65.0;20.0;1008.0;6.7;0.0;491.490182;328.132353;637.455828;160.494888;633.530869;203.220541;544.74354
10;1;1;4;11;0;0.8;0.9;69.0;196.0;1009.0;6.7;0.0;548.230872;328.355223;783.566423;239.056778;493.003914;275.377542;674.541339
11;1;1;4;11;0;0.7;1.5;70.0;289.0;1009.3;6.7;0.0;448.325769;522.483037;498.282603;389.135409;406.139733;380.265456;357.416736
12;1;1;4;11;0;5.5;5.9;39.0;324.0;1008.6;6.7;0.0;207.831468;248.138096;444.419832;156.480971;455.170193;260.431883;320.041974
13;1;1;4;11;0;4.4;5.6;41.0;318.0;1008.7;6.7;0.0;327.400711;334.641046;499.788105;134.429311;391.855838;221.185326;327.807544
14;1;1;4;11;0;2.6;2.9;58.0;140.0;1009.4;6.7;0.0;398.651415;268.131351;401.672984;250.86257;236.657909;174.326596;349.730025
15;1;1;4;11;0;1.9;2.6;61.0;259.0;1009.8;6.7;0.0;479.641757;340.029993;583.292687;177.298759;276.808852;171.202523;332.951829
16;1;1;4;11;0;1.9;2.6;51.0;286.0;1009.9;6.7;0.0;450.160268;335.534408;645.337743;278.635464;138.404512;116.147377;266.666891
17;1;1;4;11;0;1.5;0.3;68.0;193.0;1010.2;6.7;0.0;337.514133;204.537992;715.791312;200.495748;188.786188;164.968145;404.562677
18;1;1;4;11;0;1.1;-0.2;69.0;344.0;1010.3;6.7;0.0;363.052504;229.027191;661.408333;150.744678;125.857537;91.298787;598.065874
19;1;1;4;11;0;0.9;0.2;64.0;68.0;1010.3;6.7;0.0;279.658648;209.252239;673.958213;170.98148;108.870698;101.095721;518.390896
20;1;1;4;11;0;0.8;-1.1;68.0;164.0;1010.5;6.7;0.0;284.192223;214.867421;462.365013;186.756899;115.04783;74.226084;598.038745
21;1;1;4;11;0;1.6;-2.0;70.0;53.0;1010.5;6.7;0.0;259.276357;185.430532;325.679272;166.569592;120.452837;69.16351;510.256099
22;1;1;4;11;0;1.6;-2.4;69.0;13.0;1009.9;6.7;0.0;218.989895;187.675277;373.609213;101.141237;118.136509;66.252868;347.587471
23;1;1;4;11;0;0.3;-2.7;71.0;293.0;1009.5;6.7;0.0;180.87288;125.208126;310.17953;66.163063;73.35278;45.984328;308.161416
0;1;1;5;12;0;0.9;-2.9;73.0;22.0;1008.5;6.7;0.0;142.543444;115.543906;313.206589;50.888879;44.78383;40.430671;282.154418
1;1;1;5;12;0;1.5;-3.0;72.0;38.0;1007.7;6.7;0.0;92.744138;74.871684;132.252563;29.326045;33.973961;29.177975;244.064857
2;1;1;5;12;0;0.6;-3.3;73.0;345.0;1007.1;6.7;0.0;91.224865;64.308498;137.042412;58.961161;56.945028;20.973872;163.604909
3;1;1;5;12;0;1.7;-4.1;74.0;57.0;1006.5;6.7;0.0;73.25427;72.170368;183.014283;47.509984;21.812855;27.078221;159.649362
4;1;1;5;12;0;1.4;-3.8;76.0;42.0;1005.6;6.7;0.0;65.242544;53.518026;105.029637;40.748128;69.685358;25.61769;188.86035
5;1;1;5;12;0;1.7;-4.3;74.0;39.0;1004.7;6.7;0.0;118.052361;65.649164;135.096095;51.791328;79.916222;37.286469;142.23504
6;1;1;5;12;0;1.0;-4.8;79.0;4.0;1003.9;6.7;0.0;157.004868;67.893643;140.646539;71.638286;123.928131;67.276747;120.135909
7;1;1;5;12;0;2.2;-5.0;76.0;27.0;1003.0;6.7;0.0;192.923319;112.606213;139.755743;39.638787;134.54511;104.895446;127.042249
8;1;1;5;12;0;0.5;-4.8;78.0;308.0;1002.6;6.7;0.0;179.713088;144.960548;152.383465;108.12063;230.483445;122.697096;105.587068
9;1;1;5;12;0;1.5;-4.3;75.0;38.0;1001.5;6.7;0.0;256.958383;140.688952;116.051573;77.243363;333.371154;185.474408;89.713859
10;1;1;5;12;0;1.5;-3.9;73.0;213.0;1000.7;6.7;0.0;266.033878;217.309547;158.668228;89.466629;353.060926;203.803141;110.116756
11;1;1;5;12;0;1.5;-2.9;71.0;44.0;999.9;6.7;0.0;211.710751;192.590311;135.374855;151.30225;418.306999;161.604802;111.678504
12;1;1;5;12;0;1.0;-1.8;63.0;131.0;998.8;6.7;0.0;202.613232;193.93635;83.952026;98.581532;344.181746;192.964217;66.988658
13;1;1;5;12;0;0.3;-1.5;64.0;80.0;998.0;6.7;0.0;256.042152;225.392512;86.885962;108.495559;267.546941;238.071118;65.361574
14;1;1;5;12;0;0.7;-1.9;67.0;253.0;997.8;6.7;0.0;297.783022;201.122509;136.259602;167.35469;412.323681;218.402285;104.782027
15;1;1;5;12;0;1.0;-2.2;70.0;40.0;997.7;6.7;0.0;246.282082;194.154551;139.031305;173.866538;436.646416;171.702638;120.117641
16;1;1;5;12;0;0.9;-2.2;72.0;36.0;997.5;6.7;0.0;278.501088;301.336248;108.438053;176.60569;279.901723;194.882997;112.174119
17;1;1;5;12;0;1.2;-2.3;78.0;283.0;997.7;6.7;0.0;380.366793;224.485352;191.468946;209.250547;335.882276;161.495349;119.770139
18;1;1;5;12;0;0.4;-3.3;77.0;355.0;997.7;6.7;0.0;346.389452;201.563324;265.291715;192.92848;220.253974;79.363676;131.348337
19;1;1;5;12;0;2.0;-4.9;77.0;55.0;997.3;6.7;0.0;281.487468;190.775294;263.918007;115.076265;191.10567;96.994838;165.559797
20;1;1;5;12;0;0.3;-5.0;78.0;19.0;997.8;6.7;0.0;196.695575;80.666948;223.958809;73.398423;123.157064;88.660475;168.278572
21;1;1;5;12;0;1.8;-5.9;78.0;17.0;997.3;6.7;0.0;151.055546;86.506867;230.492045;53.577944;144.198094;57.660696;163.592279
22;1;1;5;12;0;0.6;-6.6;79.0;13.0;996.7;6.7;0.0;160.130881;80.437312;276.536819;59.187041;84.549939;61.23863;139.667948
23;1;1;5;12;0;1.2;-7.1;80.0;15.0;995.7;6.7;0.0;166.394186;76.165391;175.978885;47.334234;86.86643;41.003544;160.996213
0;1;1;6;13;1;1.6;-7.1;80.0;14.0;994.3;6.0;0.004;106.924771;61.332133;171.66587;48.313819;118.138418;43.472486;116.730478
1;1;1;6;13;1;0.2;-6.5;81.0;32.0;993.6;6.0;0.004;110.163278;73.239217;144.113068;36.610196;77.986847;34.222316;98.584396
2;1;1;6;13;1;2.0;-6.3;82.0;37.0;992.5;6.0;0.004;88.970757;69.416663;136.858183;40.248434;68.914163;36.727113;136.128594
3;1;1;6;13;1;0.4;-5.9;84.0;332.0;991.4;6.0;0.004;40.540666;66.043511;148.342619;39.054941;36.483991;36.501455;101.95687
4;1;1;6;13;1;0.9;-5.3;84.0;61.0;989.4;6.0;0.004;17.624711;45.817003;93.406373;34.861472;33.974531;32.257568;21.003469
5;1;1;6;13;1;0.9;-4.8;85.0;73.0;987.8;6.0;0.004;37.944418;40.646077;43.314501;33.999177;41.503004;27.20411;18.976343
6;1;1;6;13;1;1.1;-4.7;87.0;18.0;986.0;6.0;0.004;54.155017;68.283128;48.090049;34.274291;45.17074;25.905526;25.957407
7;1;1;6;13;1;1.1;-4.2;88.0;93.0;983.9;6.0;0.004;99.543181;92.100202;76.417519;29.961832;70.458677;39.127827;33.211314
8;1;1;6;13;1;0.5;-4.2;87.0;38.0;982.5;6.0;0.004;120.503646;105.805293;96.170692;53.689197;105.591562;48.827984;40.03153
9;1;1;6;13;1;1.4;-3.8;87.0;30.0;981.0;6.0;0.004;129.791399;126.027165;93.485478;67.057748;133.002982;48.868576;57.616883
10;1;1;6;13;1;0.9;-3.2;86.0;24.0;979.6;6.0;0.004;137.781509;144.22671;101.104414;56.558687;138.215086;69.276402;42.05055
11;1;1;6;13;1;0.3;-2.7;91.0;347.0;978.3;6.0;0.004;148.79612;134.78637;103.165226;56.458708;193.617064;58.780141;28.46854
12;1;1;6;13;1;2.7;-3.4;92.0;46.0;977.7;6.0;0.004;166.940366;153.884897;49.033842;48.232436;188.791232;87.863773;39.460159
13;1;1;6;13;1;2.1;-1.9;86.0;51.0;978.0;6.0;0.004;160.666349;130.961545;49.309286;31.652934;95.167828;150.418269;25.711671
14;1;1;6;13;1;1.2;-1.3;82.0;224.0;978.9;6.0;0.004;161.306991;124.217701;42.814536;39.562608;115.243871;209.541863;29.860271
15;1;1;6;13;1;1.3;-2.1;82.0;60.0;979.7;6.0;0.004;219.200966;146.911833;59.447619;75.798339;140.918054;213.977369;46.834462
16;1;1;6;13;1;1.5;-2.7;87.0;179.0;980.6;6.0;0.004;264.990569;182.415022;243.057868;103.880226;373.336555;194.243997;77.723968
17;1;1;6;13;1;0.9;-3.4;88.0;110.0;981.6;6.0;0.004;294.573219;165.783632;355.420723;145.901092;182.80762;160.470688;135.126832
18;1;1;6;13;1;4.0;0.6;43.0;2.0;982.8;6.0;0.004;179.206004;127.579091;44.727209;16.035859;131.073338;73.765579;23.910305
19;1;1;6;13;1;3.4;0.4;39.0;2.0;984.0;6.0;0.004;256.95906;115.66659;107.97432;99.082452;187.440781;64.759165;20.491656
20;1;1;6;13;1;3.0;-0.2;43.0;327.0;984.9;6.0;0.004;205.972055;140.608202;189.608867;207.386247;197.865005;64.8197;78.113884
21;1;1;6;13;1;1.7;-1.7;53.0;253.0;985.4;6.0;0.004;163.413769;114.538239;206.593988;108.469031;77.022621;63.112995;125.276302
22;1;1;6;13;1;2.3;-1.9;55.0;313.0;985.7;6.0;0.004;115.676752;61.052086;203.711148;25.208067;77.215708;51.166399;68.176944
23;1;1;6;13;1;4.2;-1.2;46.0;317.0;985.9;6.0;0.004;75.503374;66.892351;185.917885;6.231548;31.272381;28.855439;74.862564
0;1;1;0;14;0;4.6;-1.4;42.0;314.0;986.6;2.0;0.0;36.41402;36.776978;99.028325;1.700849;23.357781;15.966405;46.063892
1;1;1;0;14;0;4.9;-1.7;41.0;300.0;987.5;2.0;0.0;6.398119;21.942647;30.91579;1.137276;9.265902;11.715999;2.306014
2;1;1;0;14;0;6.3;-1.8;40.0;306.0;987.8;2.0;0.0;4.455502;15.42303;26.777794;10.859558;16.215339;4.769556;3.616254
3;1;1;0;14;0;7.5;-1.9;37.0;311.0;988.0;2.0;0.0;12.22914;14.521496;18.477496;3.190982;16.987508;4.789104;3.403716
4;1;1;0;14;0;6.5;-2.4;41.0;308.0;988.9;2.0;0.0;38.569402;19.013364;32.892712;1.592034;30.114238;11.452102;3.846357
5;1;1;0;14;0;7.4;-2.0;40.0;304.0;989.4;2.0;0.0;119.310906;40.134971;78.677203;10.421806;104.241659;44.410039;14.214967
6;1;1;0;14;0;6.1;-1.9;40.0;306.0;988.8;2.0;0.0;77.641202;50.245091;110.109844;15.239368;148.447936;67.099334;42.611922
7;1;1;0;14;0;7.2;-1.5;38.0;303.0;989.1;2.0;0.0;88.431398;65.299259;80.359124;23.638627;149.027149;73.476405;43.229891
8;1;1;0;14;0;8.9;-0.9;37.0;307.0;989.4;2.0;0.0;106.127788;44.397085;50.352318;13.072531;93.817668;50.236702;19.932453
9;1;1;0;14;0;11.2;0.3;36.0;313.0;990.5;2.0;0.0;82.38043;55.406209;24.96622;11.288316;73.355424;34.112085;21.364316
10;1;1;0;14;0;8.0;0.7;43.0;307.0;991.9;2.0;0.0;91.010331;53.15639;31.500677;15.557908;97.292517;57.679757;19.802615
11;1;1;0;14;0;6.5;1.6;42.0;314.0;992.6;2.0;0.0;114.315069;66.637618;92.436884;19.330702;99.609068;58.600384;24.706242
12;1;1;0;14;0;5.6;1.9;44.0;321.0;993.3;2.0;0.0;133.948576;86.860816;87.48642;21.31339;108.489013;92.596713;17.871374
13;1;1;0;14;0;4.7;2.5;42.0;319.0;993.8;2.0;0.0;145.379704;67.980999;51.378456;20.981144;137.638282;56.194493;21.501056
14;1;1;0;14;0;6.1;2.5;45.0;302.0;994.3;2.0;0.0;186.372216;78.990329;72.152395;28.180719;126.248937;85.026515;30.656176
15;1;1;0;14;0;3.3;2.0;48.0;301.0;995.4;2.0;0.0;275.909485;83.257763;196.435751;42.38888;159.259079;142.20622;48.083025
16;1;1;0;14;0;4.8;2.3;46.0;304.0;996.1;2.0;0.0;149.674795;101.458625;140.465671;22.548143;118.527437;103.139606;18.491009
17;1;1;0;14;0;4.6;2.2;47.0;310.0;997.1;2.0;0.0;122.051733;117.636986;222.036703;36.032048;167.753105;120.460777;27.081625
18;1;1;0;14;0;4.0;1.4;47.0;289.0;998.1;2.0;0.0;92.489963;125.500292;284.522604;19.937657;173.54446;144.985516;50.344031
19;1;1;0;14;0;4.3;1.0;45.0;297.0;998.8;2.0;0.0;48.693308;57.178777;199.173373;11.447285;96.906978;71.198199;68.128287
20;1;1;0;14;0;6.0;1.1;43.0;308.0;998.9;2.0;0.0;33.375885;43.69217;38.17122;7.745952;79.340224;38.288316;15.581577
21;1;1;0;14;0;7.9;0.9;41.0;312.0;999.1;2.0;0.0;32.080913;32.228109;16.776427;3.142977;35.133649;27.316928;9.621329
22;1;1;0;14;0;6.0;0.5;42.0;327.0;999.5;2.0;0.0;20.432798;38.742858;38.529352;3.191539;46.523158;17.029438;12.991471
23;1;1;0;14;0;4.2;-0.1;42.0;318.0;1000.1;2.0;0.0;20.432745;69.079706;45.960214;1.868832;37.4502;19.586766;16.622176
0;1;1;1;15;0;3.6;-0.5;42.0;345.0;1000.2;5.3;0.071;29.922188;47.502455;64.247148;6.652286;28.956358;10.918545;10.123606
1;1;1;1;15;0;1.6;-2.0;50.0;34.0;1000.2;5.3;0.071;12.453262;33.790908;37.801704;11.539626;8.107785;12.134898;10.126078
2;1;1;1;15;0;2.8;-2.1;51.0;205.0;1000.5;5.3;0.071;35.312254;31.765677;78.522978;35.020826;18.532092;18.97367;42.802583
3;1;1;1;15;0;1.0;-3.7;59.0;359.0;1001.0;5.3;0.071;56.659357;49.517451;142.765471;24.24158;65.827577;14.526191;156.640966
4;1;1;1;15;0;0.7;-4.7;65.0;29.0;1000.9;5.3;0.071;132.77277;77.60733;198.141534;20.487208;110.42052;43.937036;251.138306
5;1;1;1;15;0;2.6;-5.2;62.0;33.0;1000.3;5.3;0.071;349.673265;165.253451;500.334837;62.23235;55.59638;87.054448;343.204905
6;1;1;1;15;0;2.0;-4.6;59.0;36.0;1000.0;5.3;0.071;291.874494;146.148259;512.296797;132.919866;54.438156;209.493526;571.9322
7;1;1;1;15;0;2.4;-4.3;60.0;31.0;999.3;5.3;0.071;369.903504;210.64668;563.154132;249.911727;41.697337;197.988421;513.012483
8;1;1;1;15;0;1.8;-3.4;59.0;31.0;998.9;5.3;0.071;301.330898;291.776327;739.358089;225.951581;155.206851;306.571;499.742882
9;1;1;1;15;0;1.5;-4.0;86.0;225.0;998.4;5.3;0.071;327.399465;182.100154;211.046482;206.563027;42.469563;243.812087;75.302855
10;1;1;1;15;0;0.5;-3.6;91.0;242.0;997.2;5.3;0.071;155.585399;160.522634;186.383737;131.413086;46.523505;224.315681;75.773223
11;1;1;1;15;0;1.3;-3.5;90.0;49.0;995.9;5.3;0.071;62.24763;128.157313;195.585486;38.925259;44.207009;201.527472;80.960146
12;1;1;1;15;0;1.9;-2.6;89.0;176.0;994.4;5.3;0.071;18.7078;106.354795;158.22983;43.094686;73.163611;193.504227;88.598313
13;1;1;1;15;0;2.4;-2.2;90.0;197.0;993.5;5.3;0.071;62.889631;130.624824;164.911047;35.461631;46.330547;192.396644;78.330719
14;1;1;1;15;0;2.1;-2.0;90.0;218.0;992.9;5.3;0.071;52.327352;173.998329;130.617385;43.369683;40.34621;222.357964;56.204654
15;1;1;1;15;0;2.6;-1.5;89.0;235.0;992.7;5.3;0.071;39.61122;218.720536;161.004725;104.896902;73.742879;185.512945;69.112449
16;1;1;1;15;0;1.6;-1.6;87.0;275.0;992.8;5.3;0.071;258.975386;115.784557;254.967406;130.376687;114.28223;129.309504;101.437766
17;1;1;1;15;0;2.3;-2.8;88.0;29.0;993.3;5.3;0.071;156.827472;120.726619;212.471498;98.274263;261.18911;161.025299;88.051311
18;1;1;1;15;0;2.9;-3.6;87.0;31.0;994.3;5.3;0.071;176.211869;105.216673;93.087437;57.198018;194.781948;93.94945;82.123197
19;1;1;1;15;0;1.9;-4.5;86.0;32.0;995.2;5.3;0.071;104.027083;87.009667;116.530526;72.567224;191.886399;92.558341;106.584466
20;1;1;1;15;0;2.9;-4.8;88.0;8.0;996.0;5.3;0.071;108.762269;109.931598;125.092056;112.25093;312.15342;142.626459;79.189554
21;1;1;1;15;0;3.2;-6.0;87.0;38.0;997.0;5.3;0.071;172.95538;102.51248;124.685768;79.657945;229.144304;143.889676;104.576655
22;1;1;1;15;0;1.8;-6.4;86.0;34.0;997.9;5.3;0.071;94.966026;80.035074;201.144327;72.952587;166.983948;72.104538;98.671956
23;1;1;1;15;0;3.0;-7.2;87.0;27.0;998.5;5.3;0.071;102.932031;73.06534;170.381922;25.242038;112.545321;40.818095;118.61091
0;1;1;2;16;0;0.9;-7.7;85.0;354.0;998.7;7.7;0.267;86.772984;50.812491;148.888903;27.828795;102.120946;15.815721;135.104963
1;1;1;2;16;0;2.8;-8.0;86.0;30.0;998.7;7.7;0.267;62.861864;49.461438;101.105231;19.169792;80.886017;26.321402;93.041387
2;1;1;2;16;0;3.3;-6.6;84.0;22.0;998.3;7.7;0.267;35.507342;50.133149;50.796877;9.412065;58.299743;29.523337;48.070998
3;1;1;2;16;0;4.1;-5.8;84.0;28.0;997.4;7.7;0.267;29.69176;41.589993;30.146973;16.778997;68.531197;56.700238;15.90321
4;1;1;2;16;0;3.1;-5.9;83.0;38.0;997.3;7.7;0.267;71.684228;31.248765;54.515554;7.753666;126.251918;51.089041;17.842153
5;1;1;2;16;0;2.4;-6.2;87.0;36.0;996.5;7.7;0.267;168.367903;100.020925;76.875216;40.855648;314.857808;118.196174;51.600434
6;1;1;2;16;0;3.9;-6.1;86.0;38.0;995.2;7.7;0.267;199.582223;116.650358;109.628393;57.953968;324.317257;147.862661;68.079123
9;1;1;2;16;0;3.0;-5.3;89.0;33.0;991.0;7.7;0.267;178.024306;133.052886;92.909603;91.704229;315.630776;77.501418;54.375786
10;1;1;2;16;0;3.8;-5.0;88.0;32.0;989.3;7.7;0.267;204.925865;158.002738;129.464635;60.385432;259.068358;52.5312;54.405592
11;1;1;2;16;0;3.5;-4.3;88.0;30.0;987.7;7.7;0.267;208.360289;167.219174;150.119649;57.779117;264.66687;90.167096;36.122049
12;1;1;2;16;0;3.7;-4.1;88.0;39.0;986.2;7.7;0.267;165.944587;126.530263;104.253412;49.449923;286.674359;142.062922;42.984493
13;1;1;2;16;0;3.8;-3.9;90.0;33.0;984.9;7.7;0.267;207.909688;116.861966;81.614857;61.572899;327.21437;199.929373;53.813097
14;1;1;2;16;0;2.7;-3.9;89.0;39.0;983.8;7.7;0.267;306.046441;149.908881;109.789292;67.479997;309.454255;230.549538;80.347473
